session_id,reader_id,book_id,session_date,start_time,duration_minutes,pages_read,percentage_completed,format,device_type,location_type,completed,data_source
S02728,R0067,B039,2026-02-14,14:56,30.4,16,69.62,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S02729,R0067,B039,2026-02-14,19:17,30.2,16,100.0,Physical,Physical Book,Commute,1,Synthetic_Session_Log
S02730,R0067,B079,2026-02-16,19:27,34.6,17,2.45,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S02731,R0067,B079,2026-02-16,20:01,64.6,34,7.34,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S02732,R0067,B079,2026-02-17,08:31,46.8,26,11.08,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02733,R0067,B079,2026-02-19,16:59,43.0,24,14.53,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S02734,R0067,B039,2026-02-19,11:26,28.4,16,6.75,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02735,R0067,B039,2026-02-24,09:23,41.2,18,14.35,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02736,R0067,B039,2026-02-24,14:06,48.7,21,23.21,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02737,R0067,B039,2026-02-25,21:30,31.7,22,32.49,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02738,R0067,B039,2026-02-26,06:32,48.7,25,43.04,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02739,R0067,B052,2026-02-26,17:08,56.4,33,10.12,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02740,R0067,B052,2026-03-01,16:37,42.0,24,17.48,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02741,R0067,B052,2026-03-01,20:27,31.6,20,23.62,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02742,R0067,B052,2026-03-02,20:24,31.5,19,29.45,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02743,R0067,B052,2026-03-02,01:02,26.0,14,33.74,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02744,R0067,B052,2026-03-04,10:32,42.5,21,40.18,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S02745,R0067,B052,2026-03-05,21:09,22.7,15,44.79,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02746,R0067,B131,2026-03-05,00:34,520.0,15,4.95,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02747,R0067,B131,2026-03-07,21:48,22.8,12,100.0,Physical,Physical Book,Coffee Shop,1,Synthetic_Session_Log
S02748,R0067,B126,2026-03-09,17:26,40.4,19,2.59,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02749,R0067,B126,2026-03-09,19:14,27.2,15,4.63,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02750,R0067,B126,2026-03-11,06:26,28.3,14,6.53,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02751,R0067,B126,2026-03-11,20:47,39.3,24,9.8,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02752,R0068,B015,2026-01-24,15:32,24.8,14,1.89,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S02753,R0068,B015,2026-01-26,10:59,22.2,10,3.24,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02754,R0068,B015,2026-01-27,19:29,50.5,22,6.22,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02755,R0068,B015,2026-02-01,10:44,55.2,25,9.59,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02756,R0068,B015,2026-02-01,09:46,37.0,18,12.03,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02757,R0068,B015,2026-02-06,00:22,28.1,12,13.65,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02758,R0068,B015,2026-02-07,15:04,31.2,17,15.95,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02759,R0068,B015,2026-02-14,19:34,42.9,20,18.65,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02760,R0068,B015,2026-02-15,11:43,57.3,26,22.16,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02761,R0068,B015,2026-02-15,13:21,20.1,10,100.0,Physical,Physical Book,,1,Synthetic_Session_Log
S02762,R0068,B063,2026-02-15,14:40,47.8,27,13.43,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02763,R0068,B063,2026-02-16,01:16,31.4,17,21.89,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02764,R0068,B063,2026-02-17,20:16,10.2,6,24.88,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S02765,R0068,B063,2026-02-24,23:19,18.9,12,100.0,Ebook,Kindle,Commute,1,Synthetic_Session_Log
S02766,R0068,B028,2026-02-24,15:52,45.6,24,4.17,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02767,R0068,B028,2026-02-25,15:25,42.2,26,8.68,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02768,R0068,B028,2026-02-26,18:21,36.2,18,11.81,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02769,R0068,B028,2026-02-27,14:51,55.8,32,17.36,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02770,R0068,B028,2026-02-27,20:27,29.6,13,19.62,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02771,R0068,B028,2026-02-27,08:26,54.3,31,25.0,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02772,R0068,B028,2026-02-28,18:15,32.5,15,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log
S02773,R0068,B148,2026-02-28,13:19,20.2,9,1.28,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02774,R0068,B148,2026-03-07,19:34,34.1,17,100.0,Ebook,Kindle,Commute,1,Synthetic_Session_Log
S02775,R0068,B036,2026-03-07,19:37,47.9,20,8.55,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S02776,R0068,B036,2026-03-08,18:29,37.8,20,17.09,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02777,R0068,B036,2026-03-08,20:07,42.6,21,26.07,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02778,R0068,B036,2026-03-10,15:44,46.2,23,35.9,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02779,R0068,B036,2026-03-15,11:36,37.2,15,42.31,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02780,R0068,B036,2026-03-16,18:05,32.9,19,50.43,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02781,R0068,B036,2026-03-18,21:45,62.8,36,65.81,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S02782,R0068,B125,2026-03-19,18:42,25.1,11,6.01,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02783,R0068,B125,2026-03-19,15:38,42.0,23,100.0,Physical,Physical Book,Library,1,Synthetic_Session_Log
S02784,R0068,B141,2026-03-19,20:35,36.6,19,3.92,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02785,R0068,B141,2026-03-21,18:17,26.5,13,6.6,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S02786,R0068,B141,2026-03-26,16:30,26.5,18,10.31,Ebook,Kindle,Library,0,Synthetic_Session_Log
S02787,R0068,B141,2026-03-31,19:36,30.4,17,13.81,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02788,R0068,B141,2026-04-07,08:48,42.7,26,19.18,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02789,R0068,B141,2026-04-08,06:28,17.3,11,21.44,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02790,R0068,B141,2026-04-08,09:45,520.0,20,25.57,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S02791,R0068,B141,2026-04-10,16:12,49.8,23,100.0,Ebook,Kindle,Commute,1,Synthetic_Session_Log
S02792,R0068,B062,2026-04-15,18:55,39.7,15,3.65,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02793,R0068,B062,2026-04-22,13:06,52.6,24,9.49,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S02794,R0068,B062,2026-04-24,09:54,26.3,17,13.63,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02795,R0068,B062,2026-04-25,20:45,55.9,20,18.49,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02796,R0068,B062,2026-04-25,21:00,18.8,9,20.68,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02797,R0068,B062,2026-04-30,20:18,20.1,8,22.63,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02798,R0068,B062,2026-05-01,18:41,24.9,7,24.33,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02799,R0068,B062,2026-05-04,06:56,43.4,25,30.41,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02800,R0068,B062,2026-05-06,20:19,40.7,9,32.6,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02801,R0068,B062,2026-05-06,13:46,48.4,16,36.5,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02802,R0068,B062,2026-05-07,21:48,42.3,25,100.0,Physical,Physical Book,Library,1,Synthetic_Session_Log
S02803,R0068,B013,2026-05-08,12:32,54.9,30,6.52,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S02804,R0068,B013,2026-05-13,18:14,51.2,17,10.22,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02805,R0068,B013,2026-05-15,18:01,41.3,18,14.13,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02806,R0068,B013,2026-05-16,18:00,36.1,13,16.96,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S02807,R0068,B013,2026-05-17,08:24,59.1,23,21.96,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02808,R0068,B013,2026-05-20,14:14,45.1,18,25.87,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02809,R0068,B013,2026-05-20,19:51,45.8,20,30.22,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02810,R0068,B013,2026-05-20,20:11,30.6,14,33.26,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S02811,R0068,B013,2026-05-22,21:54,43.4,29,39.57,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02812,R0068,B013,2026-05-22,17:10,34.1,17,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log
S02813,R0069,B048,2026-01-05,20:02,59.4,45,33.09,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02814,R0069,B048,2026-01-06,21:23,35.8,22,49.26,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S02815,R0069,B048,2026-01-11,14:53,36.7,27,69.12,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02816,R0069,B048,2026-01-18,15:55,31.5,22,85.29,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S02817,R0069,B048,2026-01-18,11:49,28.0,19,99.26,Physical,Physical Book,Home,1,Synthetic_Session_Log
S02818,R0069,B086,2026-01-20,13:26,18.8,14,2.86,Ebook,Phone,Commute,0,Synthetic_Session_Log
S02819,R0069,B086,2026-01-22,13:23,38.9,33,9.59,Ebook,Phone,Home,0,Synthetic_Session_Log
S02820,R0069,B086,2026-01-23,09:29,37.4,36,16.94,Ebook,Phone,Home,0,Synthetic_Session_Log
S02821,R0069,B086,2026-01-25,12:38,17.5,13,100.0,Ebook,Phone,Home,1,Synthetic_Session_Log
S02822,R0069,B070,2026-01-26,19:18,38.2,35,7.49,Ebook,Phone,Home,0,Synthetic_Session_Log
S02823,R0069,B070,2026-01-26,20:51,31.6,28,13.49,Ebook,Phone,Home,0,Synthetic_Session_Log
S02824,R0069,B070,2026-01-28,20:23,33.1,27,19.27,Ebook,Phone,Home,0,Synthetic_Session_Log
S02825,R0069,B070,2026-01-30,13:23,24.4,18,23.13,Ebook,Phone,Home,0,Synthetic_Session_Log
S02826,R0069,B070,2026-02-01,07:15,18.6,12,25.7,Ebook,Phone,Outdoor,0,Synthetic_Session_Log
S02827,R0069,B070,2026-02-03,02:23,36.6,33,100.0,Ebook,Phone,Home,1,Synthetic_Session_Log
S02828,R0069,B047,2026-02-08,14:36,48.1,32,7.73,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02829,R0069,B047,2026-02-09,14:32,46.5,31,15.22,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02830,R0069,B047,2026-02-11,11:26,23.6,16,19.08,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02831,R0069,B047,2026-02-13,04:38,46.3,35,27.54,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S02832,R0069,B047,2026-02-15,08:17,53.5,40,37.2,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02833,R0069,B047,2026-02-16,21:12,50.4,38,46.38,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S02834,R0069,B047,2026-02-16,21:00,29.6,22,51.69,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02835,R0069,B047,2026-02-16,10:48,43.9,34,100.0,Physical,Physical Book,Commute,1,Synthetic_Session_Log
S02836,R0069,B010,2026-02-19,09:15,35.5,31,14.98,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02837,R0069,B010,2026-02-24,20:57,520.0,13,21.26,Ebook,Kindle,Coffee Shop,0,Synthetic_Session_Log
S02838,R0069,B010,2026-02-26,12:45,28.4,27,34.3,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02839,R0069,B010,2026-03-01,16:45,48.4,39,53.14,Ebook,Kindle,Outdoor,0,Synthetic_Session_Log
S02840,R0069,B010,2026-03-02,01:18,21.2,17,61.35,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02841,R0069,B010,2026-03-02,19:54,21.3,18,70.05,Ebook,Kindle,Coffee Shop,0,Synthetic_Session_Log
S02842,R0069,B010,2026-03-03,11:05,34.3,26,82.61,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02843,R0069,B010,2026-03-06,12:47,23.2,23,93.72,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S02844,R0069,B010,2026-03-06,15:38,45.3,36,100.0,Ebook,Kindle,Home,1,Synthetic_Session_Log
S02845,R0069,B080,2026-03-06,17:00,45.9,35,5.79,Ebook,Kindle,Library,0,Synthetic_Session_Log
S02846,R0069,B080,2026-03-06,11:52,46.3,36,100.0,Ebook,Kindle,Coffee Shop,1,Synthetic_Session_Log
S02847,R0069,B013,2026-03-07,18:23,35.0,28,6.09,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02848,R0069,B013,2026-03-08,18:56,40.7,29,12.39,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S02849,R0069,B013,2026-03-08,20:20,33.1,25,17.83,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02850,R0069,B013,2026-03-08,22:13,12.2,11,20.22,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S02851,R0069,B013,2026-03-08,07:53,61.4,41,29.13,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02852,R0069,B058,2026-03-08,10:17,37.2,29,5.29,Ebook,Kindle,Outdoor,0,Synthetic_Session_Log
S02853,R0069,B058,2026-03-09,13:56,29.9,26,10.04,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02854,R0069,B058,2026-03-11,19:48,8.0,7,11.31,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02855,R0069,B058,2026-03-12,13:20,28.4,22,15.33,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02856,R0069,B058,2026-03-15,21:04,21.6,16,18.25,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S02857,R0069,B058,2026-03-16,06:56,41.3,34,24.45,Ebook,Kindle,,0,Synthetic_Session_Log
S02858,R0069,B058,2026-03-17,18:18,41.1,40,31.75,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S02859,R0069,B058,2026-03-17,21:08,32.2,27,36.68,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S02860,R0069,B058,2026-03-19,20:54,12.5,10,38.5,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S02861,R0069,B058,2026-03-20,01:30,43.9,32,44.34,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S02862,R0069,B084,2026-03-23,17:27,16.5,15,3.58,Ebook,Phone,Library,0,Synthetic_Session_Log
S02863,R0069,B084,2026-03-23,16:08,23.6,21,100.0,Ebook,Phone,Home,1,Synthetic_Session_Log
S02864,R0070,B035,2026-01-04,07:39,50.5,27,5.05,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02865,R0070,B035,2026-01-05,21:39,40.1,22,9.16,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02866,R0070,B035,2026-01-05,16:52,43.3,23,13.46,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02867,R0070,B035,2026-01-08,10:51,48.3,27,18.5,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02868,R0070,B035,2026-01-08,14:52,49.9,31,24.3,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S02869,R0070,B035,2026-01-10,19:02,39.6,21,28.22,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02870,R0070,B035,2026-01-10,18:38,45.6,20,31.96,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02871,R0070,B035,2026-01-10,19:06,35.1,17,35.14,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S02872,R0070,B035,2026-01-11,17:08,31.4,20,38.88,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02873,R0070,B047,2026-01-14,14:47,48.1,21,5.07,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02874,R0070,B047,2026-01-15,08:50,34.9,16,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log
S02875,R0070,B046,2026-01-15,06:19,49.2,26,3.83,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02876,R0070,B046,2026-01-16,23:22,29.5,18,6.48,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02877,R0070,B087,2026-01-17,20:48,43.1,26,5.95,Physical,Physical Book,,0,Synthetic_Session_Log
S02878,R0070,B087,2026-01-19,13:52,29.2,10,8.24,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02879,R0070,B087,2026-01-20,19:25,38.7,23,13.5,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02880,R0070,B087,2026-01-20,14:37,37.5,23,18.76,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02881,R0070,B087,2026-01-20,19:10,38.3,21,23.57,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02882,R0070,B087,2026-01-20,11:33,39.9,22,28.6,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02883,R0070,B087,2026-01-22,11:38,32.5,12,31.35,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02884,R0070,B087,2026-01-22,06:52,39.8,20,35.93,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02885,R0071,B111,2026-02-02,06:46,38.2,13,2.05,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02886,R0071,B111,2026-02-04,00:00,47.9,21,5.36,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02887,R0071,B111,2026-02-04,17:03,43.2,19,8.36,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02888,R0071,B111,2026-02-04,05:34,25.6,12,10.25,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02889,R0071,B111,2026-02-04,03:41,36.2,18,13.09,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02890,R0071,B111,2026-02-06,07:12,26.9,14,15.3,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02891,R0071,B111,2026-02-07,12:04,30.4,18,18.14,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02892,R0071,B111,2026-02-08,15:07,25.8,10,19.72,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S02893,R0071,B111,2026-02-08,12:09,41.3,18,22.56,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02894,R0071,B120,2026-02-11,19:33,34.0,17,4.18,Ebook,Tablet,Library,0,Synthetic_Session_Log
S02895,R0071,B120,2026-02-11,16:37,46.7,25,10.32,Ebook,Tablet,Home,0,Synthetic_Session_Log
S02896,R0071,B120,2026-02-13,11:47,26.5,15,14.0,Ebook,Tablet,Home,0,Synthetic_Session_Log
S02897,R0071,B120,2026-02-18,13:42,37.8,22,19.41,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S02898,R0071,B120,2026-02-23,19:09,35.5,19,24.08,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log
S02899,R0071,B065,2026-02-23,12:08,32.2,18,4.07,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02900,R0071,B065,2026-02-24,08:56,38.1,22,9.05,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02901,R0071,B065,2026-02-25,03:55,36.6,16,12.67,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02902,R0071,B065,2026-02-25,12:22,33.5,13,15.61,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02903,R0071,B065,2026-02-27,10:56,30.5,13,18.55,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02904,R0071,B065,2026-02-27,14:22,39.6,15,21.95,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02905,R0071,B065,2026-02-28,08:54,41.8,22,26.92,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02906,R0071,B065,2026-03-02,17:54,36.6,14,30.09,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02907,R0071,B065,2026-03-02,20:34,60.3,28,36.43,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02908,R0071,B065,2026-03-07,11:22,54.7,21,100.0,Physical,Physical Book,Commute,1,Synthetic_Session_Log
S02909,R0071,B106,2026-03-09,21:23,39.6,19,3.29,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02910,R0071,B106,2026-03-12,20:14,36.0,19,6.57,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02911,R0071,B106,2026-03-12,21:03,25.8,12,8.65,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02912,R0071,B091,2026-03-13,11:00,32.1,13,1.84,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02913,R0071,B091,2026-03-16,09:07,48.8,28,5.82,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02914,R0071,B091,2026-03-16,06:19,38.8,22,8.94,Physical,Physical Book,Commute,0,Synthetic_Session_Log
S02915,R0071,B091,2026-03-21,16:39,39.6,14,10.92,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02916,R0071,B091,2026-03-22,07:26,37.4,14,12.91,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02917,R0071,B091,2026-03-24,14:28,47.1,21,15.89,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02918,R0071,B091,2026-03-26,17:56,48.5,23,19.15,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02919,R0071,B091,2026-03-28,19:45,32.3,14,21.13,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02920,R0071,B091,2026-03-31,06:40,43.6,16,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log
S02921,R0071,B146,2026-04-02,19:53,25.9,12,7.1,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02922,R0071,B146,2026-04-02,16:36,49.0,20,18.93,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02923,R0071,B026,2026-04-02,17:46,30.2,12,5.83,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02924,R0071,B026,2026-04-02,18:27,42.3,24,17.48,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02925,R0071,B026,2026-04-02,13:12,52.9,30,32.04,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02926,R0071,B026,2026-04-03,11:08,48.9,26,44.66,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S02927,R0071,B026,2026-04-05,18:02,37.8,19,53.88,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02928,R0071,B026,2026-04-06,06:52,33.7,16,61.65,Physical,Physical Book,,0,Synthetic_Session_Log
S02929,R0071,B026,2026-04-06,19:55,39.3,14,68.45,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log
S02930,R0071,B026,2026-04-13,16:00,32.7,18,100.0,Physical,Physical Book,Outdoor,1,Synthetic_Session_Log
S02931,R0071,B072,2026-04-14,08:41,49.0,21,8.24,Ebook,Kindle,Commute,0,Synthetic_Session_Log
S02932,R0071,B072,2026-04-21,21:37,34.7,15,14.12,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02933,R0071,B072,2026-04-23,06:24,25.3,9,17.65,Ebook,Kindle,,0,Synthetic_Session_Log
S02934,R0071,B044,2026-04-24,16:39,41.1,22,4.65,Ebook,Tablet,Home,0,Synthetic_Session_Log
S02935,R0071,B044,2026-04-26,07:19,39.5,19,8.67,Ebook,Tablet,Home,0,Synthetic_Session_Log
S02936,R0071,B044,2026-04-26,08:25,25.5,11,10.99,Ebook,Tablet,Library,0,Synthetic_Session_Log
S02937,R0071,B044,2026-04-27,15:08,29.5,16,14.38,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log
S02938,R0071,B044,2026-04-27,06:24,33.8,17,17.97,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S02939,R0071,B044,2026-04-29,04:07,26.5,15,21.14,Ebook,Tablet,Commute,0,Synthetic_Session_Log
S02940,R0071,B044,2026-04-29,16:38,47.8,27,26.85,Ebook,Tablet,Coffee Shop,0,Synthetic_Session_Log
S02941,R0071,B044,2026-05-02,09:46,34.8,13,29.6,Ebook,Tablet,Library,0,Synthetic_Session_Log
S02942,R0071,B044,2026-05-03,07:41,33.3,16,32.98,Ebook,Tablet,Home,0,Synthetic_Session_Log
S02943,R0071,B044,2026-05-03,12:12,36.9,18,36.79,Ebook,Tablet,Home,0,Synthetic_Session_Log
S02944,R0071,B044,2026-05-05,20:51,35.9,20,100.0,Ebook,Tablet,Home,1,Synthetic_Session_Log
S02945,R0072,B118,2026-01-06,19:34,38.1,24,3.52,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02946,R0072,B118,2026-01-08,07:01,34.4,22,6.75,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02947,R0072,B118,2026-01-08,07:26,34.2,19,9.54,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02948,R0072,B118,2026-01-09,19:40,45.0,34,14.54,Physical,Physical Book,Library,0,Synthetic_Session_Log
S02949,R0072,B118,2026-01-11,19:40,39.2,23,17.91,Physical,Physical Book,,0,Synthetic_Session_Log
S02950,R0072,B118,2026-01-12,06:22,46.9,23,21.29,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02951,R0072,B118,2026-01-12,20:04,12.8,8,100.0,Physical,Physical Book,Outdoor,1,Synthetic_Session_Log
S02952,R0072,B096,2026-01-12,10:57,34.3,18,2.48,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log
S02953,R0072,B096,2026-01-13,08:27,25.3,17,4.81,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02954,R0072,B096,2026-01-16,02:44,39.5,20,7.57,Physical,Physical Book,Home,0,Synthetic_Session_Log
S02955,R0072,B076,2026-01-17,07:23,32.0,26,3.94,Ebook,Kindle,Library,0,Synthetic_Session_Log
S02956,R0072,B076,2026-01-18,17:43,27.7,15,6.21,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02957,R0072,B076,2026-01-18,17:37,20.9,11,7.88,Ebook,Kindle,Library,0,Synthetic_Session_Log
S02958,R0072,B076,2026-01-19,19:15,24.6,15,10.15,Ebook,Kindle,Home,0,Synthetic_Session_Log
S02959,R0072,B076,2026-01-20,14:01,35.4,23,13.64,Ebook,Kindle,Outdoor,0,Synthetic_Session_Log
S02960,R0072,B076,2026-01-21,09:29,42.2,30,18.18,Ebook,Kindle,Library,0,Synthetic_Session_Log
