session_id,reader_id,book_id,session_date,start_time,duration_minutes,pages_read,percentage_completed,format,device_type,location_type,completed,data_source,pages_per_minute,is_duration_outlier,is_speed_outlier,time_of_day,day_of_week
S04140,R0103,B026,2026-02-23,22:29,34.6,23,29.61,Ebook,Phone,Commute,0,Synthetic_Session_Log,0.6647398843930635,0,0,Night,Monday
S04141,R0103,B026,2026-02-24,21:03,39.3,24,41.26,Ebook,Phone,Home,0,Synthetic_Session_Log,0.6106870229007634,0,0,Evening,Tuesday
S04142,R0103,B026,2026-02-24,18:38,47.7,29,55.34,Ebook,Phone,Home,0,Synthetic_Session_Log,0.6079664570230607,0,0,Evening,Tuesday
S04143,R0103,B026,2026-02-26,07:21,27.4,19,100.0,Ebook,Phone,Commute,1,Synthetic_Session_Log,0.6934306569343066,0,0,Morning,Thursday
S04144,R0103,B134,2026-02-26,18:39,36.3,26,6.27,Physical,Physical Book,Commute,0,Synthetic_Session_Log,0.7162534435261708,0,0,Evening,Thursday
S04145,R0103,B134,2026-02-26,17:28,30.1,15,9.88,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.4983388704318937,0,0,Evening,Thursday
S04146,R0103,B134,2026-02-26,13:43,44.9,23,15.42,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.512249443207127,0,0,Afternoon,Thursday
S04147,R0103,B134,2026-02-27,07:44,50.9,25,21.45,Physical,Physical Book,Library,0,Synthetic_Session_Log,0.4911591355599214,0,0,Morning,Friday
S04148,R0103,B134,2026-02-28,09:55,29.3,16,25.3,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.5460750853242321,0,0,Morning,Saturday
S04149,R0103,B134,2026-02-28,17:46,18.4,12,28.19,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.6521739130434783,0,0,Evening,Saturday
S04150,R0103,B134,2026-03-01,20:24,27.8,16,32.05,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.5755395683453237,0,0,Evening,Sunday
S04151,R0103,B134,2026-03-08,19:34,57.9,33,40.0,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log,0.5699481865284974,0,0,Evening,Sunday
S04152,R0103,B134,2026-03-10,02:54,49.2,28,100.0,Physical,Physical Book,Commute,1,Synthetic_Session_Log,0.5691056910569106,0,0,Night,Tuesday
S04153,R0104,B088,2026-01-07,07:51,50.4,41,6.57,Physical,Physical Book,Commute,0,Synthetic_Session_Log,0.8134920634920635,0,0,Morning,Wednesday
S04154,R0104,B088,2026-01-07,13:57,22.6,16,9.13,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log,0.7079646017699115,0,0,Afternoon,Wednesday
S04155,R0104,B088,2026-01-08,18:23,30.0,22,100.0,Physical,Physical Book,Library,1,Synthetic_Session_Log,0.7333333333333333,0,0,Evening,Thursday
S04156,R0104,B136,2026-01-09,17:08,36.9,32,5.02,Ebook,Tablet,Home,0,Synthetic_Session_Log,0.8672086720867209,0,0,Evening,Friday
S04157,R0104,B136,2026-01-10,14:05,32.9,28,9.4,Ebook,Tablet,Home,0,Synthetic_Session_Log,0.851063829787234,0,0,Afternoon,Saturday
S04158,R0104,B136,2026-01-10,07:22,42.4,38,15.36,Ebook,Tablet,Library,0,Synthetic_Session_Log,0.8962264150943396,0,0,Morning,Saturday
S04159,R0104,B136,2026-01-12,06:26,17.9,16,17.87,Ebook,Tablet,Coffee Shop,0,Synthetic_Session_Log,0.893854748603352,0,0,Morning,Monday
S04160,R0104,B136,2026-01-12,22:55,30.7,22,100.0,Ebook,Tablet,Home,1,Synthetic_Session_Log,0.7166123778501629,0,0,Night,Monday
S04161,R0104,B054,2026-01-13,18:27,41.8,35,24.31,Physical,Physical Book,Commute,0,Synthetic_Session_Log,0.8373205741626795,0,0,Evening,Tuesday
S04162,R0104,B054,2026-01-13,06:22,56.9,46,56.25,Physical,Physical Book,Library,0,Synthetic_Session_Log,0.8084358523725835,0,0,Morning,Tuesday
S04163,R0104,B054,2026-01-14,08:43,39.8,30,77.08,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.7537688442211056,0,0,Morning,Wednesday
S04164,R0104,B054,2026-01-14,20:43,49.0,41,100.0,Physical,Physical Book,Coffee Shop,1,Synthetic_Session_Log,0.8367346938775511,0,0,Evening,Wednesday
S04165,R0104,B129,2026-01-17,16:17,46.6,35,10.74,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.7510729613733905,0,0,Afternoon,Saturday
S04166,R0104,B129,2026-01-24,19:53,35.1,29,19.63,Physical,Physical Book,Unknown / Unspecified,0,Synthetic_Session_Log,0.8262108262108262,0,0,Evening,Saturday
S04167,R0104,B129,2026-01-27,04:47,36.2,30,28.83,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.8287292817679557,0,0,Night,Tuesday
S04168,R0104,B129,2026-01-29,16:29,29.7,20,34.97,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.6734006734006734,0,0,Afternoon,Thursday
S04169,R0104,B129,2026-01-30,15:24,49.3,32,44.79,Physical,Physical Book,Unknown / Unspecified,0,Synthetic_Session_Log,0.6490872210953347,0,0,Afternoon,Friday
S04170,R0104,B129,2026-01-31,08:21,49.9,48,59.51,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log,0.9619238476953909,0,0,Morning,Saturday
S04171,R0104,B129,2026-02-01,18:45,42.5,35,70.25,Physical,Physical Book,Unknown / Unspecified,0,Synthetic_Session_Log,0.8235294117647058,0,0,Evening,Sunday
S04172,R0104,B129,2026-02-02,21:35,29.5,23,77.3,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.7796610169491526,0,0,Evening,Monday
S04173,R0104,B129,2026-02-04,18:27,43.5,38,100.0,Physical,Physical Book,Commute,1,Synthetic_Session_Log,0.8735632183908046,0,0,Evening,Wednesday
S04174,R0104,B020,2026-02-05,21:58,31.0,25,3.77,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.8064516129032258,0,0,Evening,Thursday
S04175,R0104,B020,2026-02-06,16:19,35.4,25,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log,0.7062146892655368,0,0,Afternoon,Friday
S04176,R0105,B072,2026-01-08,07:51,45.7,12,4.71,Ebook,Kindle,Home,0,Synthetic_Session_Log,0.26258205689277897,0,0,Morning,Thursday
S04177,R0105,B072,2026-01-09,07:14,25.7,11,9.02,Ebook,Kindle,Library,0,Synthetic_Session_Log,0.42801556420233466,0,0,Morning,Friday
S04178,R0105,B072,2026-01-10,19:29,40.5,16,15.29,Ebook,Kindle,Commute,0,Synthetic_Session_Log,0.3950617283950617,0,0,Evening,Saturday
S04179,R0105,B072,2026-01-10,16:25,46.8,15,21.18,Ebook,Kindle,Commute,0,Synthetic_Session_Log,0.32051282051282054,0,0,Afternoon,Saturday
S04180,R0105,B072,2026-01-12,19:42,41.1,14,26.67,Ebook,Kindle,Commute,0,Synthetic_Session_Log,0.340632603406326,0,0,Evening,Monday
S04181,R0105,B072,2026-01-12,20:41,20.3,7,100.0,Ebook,Kindle,Library,1,Synthetic_Session_Log,0.3448275862068965,0,0,Evening,Monday
S04182,R0105,B091,2026-01-12,16:13,39.3,16,2.27,Ebook,Kindle,Coffee Shop,0,Synthetic_Session_Log,0.40712468193384227,0,0,Afternoon,Monday
S04183,R0105,B091,2026-01-13,16:51,38.2,19,4.96,Ebook,Kindle,Library,0,Synthetic_Session_Log,0.49738219895287955,0,0,Afternoon,Tuesday
S04184,R0105,B091,2026-01-14,20:21,24.4,12,6.67,Ebook,Kindle,Library,0,Synthetic_Session_Log,0.49180327868852464,0,0,Evening,Wednesday
S04185,R0105,B091,2026-01-15,09:35,46.1,14,8.65,Ebook,Kindle,Unknown / Unspecified,0,Synthetic_Session_Log,0.3036876355748373,0,0,Morning,Thursday
S04186,R0105,B091,2026-01-17,03:11,36.5,19,11.35,Ebook,Kindle,Commute,0,Synthetic_Session_Log,0.5205479452054794,0,0,Night,Saturday
S04187,R0105,B091,2026-01-18,20:13,51.3,23,14.61,Ebook,Kindle,Home,0,Synthetic_Session_Log,0.4483430799220273,0,0,Evening,Sunday
S04188,R0105,B091,2026-01-20,20:58,35.5,15,16.74,Ebook,Kindle,Home,0,Synthetic_Session_Log,0.4225352112676056,0,0,Evening,Tuesday
S04189,R0105,B091,2026-01-21,07:22,35.0,12,100.0,Ebook,Kindle,Home,1,Synthetic_Session_Log,0.34285714285714286,0,0,Morning,Wednesday
S04190,R0105,B066,2026-01-22,05:24,38.3,13,8.18,Physical,Physical Book,Commute,0,Synthetic_Session_Log,0.33942558746736295,0,0,Morning,Thursday
S04191,R0105,B066,2026-01-22,17:57,35.0,11,15.09,Physical,Physical Book,Commute,0,Synthetic_Session_Log,0.3142857142857143,0,0,Evening,Thursday
S04192,R0105,B066,2026-01-22,04:43,55.5,20,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log,0.36036036036036034,0,0,Night,Thursday
S04193,R0105,B023,2026-01-24,10:17,17.0,2,0.6,Ebook,Tablet,Library,0,Synthetic_Session_Log,0.11764705882352941,0,0,Morning,Saturday
S04194,R0105,B023,2026-01-26,08:41,28.3,13,4.52,Ebook,Tablet,Home,0,Synthetic_Session_Log,0.45936395759717313,0,0,Morning,Monday
S04195,R0105,B023,2026-01-27,18:37,32.7,14,8.73,Ebook,Tablet,Home,0,Synthetic_Session_Log,0.4281345565749235,0,0,Evening,Tuesday
S04196,R0105,B023,2026-01-28,00:19,34.2,11,12.05,Ebook,Tablet,Home,0,Synthetic_Session_Log,0.3216374269005848,0,0,Night,Wednesday
S04197,R0105,B023,2026-01-30,19:05,38.1,14,16.27,Ebook,Tablet,Commute,0,Synthetic_Session_Log,0.3674540682414698,0,0,Evening,Friday
S04198,R0105,B023,2026-01-30,22:02,34.0,12,19.88,Ebook,Tablet,Library,0,Synthetic_Session_Log,0.35294117647058826,0,0,Night,Friday
S04199,R0105,B023,2026-01-30,13:22,25.0,17,25.0,Ebook,Tablet,Home,0,Synthetic_Session_Log,0.68,0,0,Afternoon,Friday
S04200,R0105,B023,2026-02-01,07:06,15.7,4,26.2,Ebook,Tablet,Commute,0,Synthetic_Session_Log,0.25477707006369427,0,0,Morning,Sunday
S04201,R0105,B023,2026-02-03,17:25,28.7,9,28.92,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log,0.31358885017421606,0,0,Evening,Tuesday
S04202,R0105,B138,2026-02-03,11:54,27.1,6,2.01,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.22140221402214022,0,0,Morning,Tuesday
S04203,R0105,B138,2026-02-03,13:44,36.2,14,6.71,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.38674033149171266,0,0,Afternoon,Tuesday
S04204,R0105,B138,2026-02-04,11:27,22.7,10,10.07,Physical,Physical Book,Commute,0,Synthetic_Session_Log,0.4405286343612335,0,0,Morning,Wednesday
S04205,R0105,B138,2026-02-04,22:12,59.2,23,17.79,Physical,Physical Book,Library,0,Synthetic_Session_Log,0.3885135135135135,0,0,Night,Wednesday
S04206,R0105,B138,2026-02-05,21:35,36.0,11,21.48,Physical,Physical Book,Commute,0,Synthetic_Session_Log,0.3055555555555556,0,0,Evening,Thursday
S04207,R0105,B138,2026-02-07,19:43,48.9,22,28.86,Physical,Physical Book,Commute,0,Synthetic_Session_Log,0.4498977505112475,0,0,Evening,Saturday
S04208,R0105,B138,2026-02-12,15:43,12.2,5,30.54,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.4098360655737705,0,0,Afternoon,Thursday
S04209,R0105,B138,2026-02-12,13:51,43.0,14,35.23,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log,0.32558139534883723,0,0,Afternoon,Thursday
S04210,R0105,B138,2026-02-13,20:55,42.3,17,40.94,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.40189125295508277,0,0,Evening,Friday
S04211,R0105,B138,2026-02-13,17:38,48.3,21,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log,0.4347826086956522,0,0,Evening,Friday
S04212,R0106,B035,2026-01-18,18:22,40.7,31,5.79,Physical,Physical Book,Library,0,Synthetic_Session_Log,0.7616707616707616,0,0,Evening,Sunday
S04213,R0106,B035,2026-01-19,13:47,520.0,28,11.03,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.05384615384615385,1,0,Afternoon,Monday
S04214,R0106,B035,2026-01-20,20:34,22.0,15,13.83,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log,0.6818181818181818,0,0,Evening,Tuesday
S04215,R0106,B035,2026-01-22,17:50,30.2,22,17.94,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.728476821192053,0,0,Evening,Thursday
S04216,R0106,B035,2026-01-22,20:43,39.7,26,22.8,Physical,Physical Book,Commute,0,Synthetic_Session_Log,0.654911838790932,0,0,Evening,Thursday
S04217,R0106,B035,2026-01-23,05:43,41.3,26,27.66,Physical,Physical Book,Library,0,Synthetic_Session_Log,0.6295399515738499,0,0,Morning,Friday
S04218,R0106,B035,2026-01-24,07:41,37.9,24,32.15,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log,0.633245382585752,0,0,Morning,Saturday
S04219,R0106,B035,2026-01-24,09:43,40.4,26,37.01,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.6435643564356436,0,0,Morning,Saturday
S04220,R0106,B035,2026-01-25,07:54,33.5,24,41.5,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log,0.7164179104477612,0,0,Morning,Sunday
S04221,R0106,B035,2026-01-25,02:40,48.9,38,100.0,Physical,Physical Book,Unknown / Unspecified,1,Synthetic_Session_Log,0.7770961145194274,0,0,Night,Sunday
S04222,R0106,B046,2026-01-25,15:58,38.7,29,4.27,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.7493540051679586,0,0,Afternoon,Sunday
S04223,R0106,B046,2026-01-27,10:38,34.4,21,7.36,Physical,Physical Book,Commute,0,Synthetic_Session_Log,0.6104651162790697,0,0,Morning,Tuesday
S04224,R0106,B046,2026-01-28,20:59,34.8,25,11.05,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.7183908045977012,0,0,Evening,Wednesday
S04225,R0106,B046,2026-01-28,15:19,35.1,22,14.29,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log,0.6267806267806267,0,0,Afternoon,Wednesday
S04226,R0106,B046,2026-01-29,20:29,37.7,26,18.11,Physical,Physical Book,Library,0,Synthetic_Session_Log,0.689655172413793,0,0,Evening,Thursday
S04227,R0106,B046,2026-01-30,06:55,39.3,27,22.09,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.6870229007633588,0,0,Morning,Friday
S04228,R0106,B046,2026-01-30,18:24,41.6,28,26.22,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.673076923076923,0,0,Evening,Friday
S04229,R0106,B046,2026-02-04,17:45,50.6,34,100.0,Physical,Physical Book,Commute,1,Synthetic_Session_Log,0.6719367588932806,0,0,Evening,Wednesday
S04230,R0106,B033,2026-02-04,20:52,40.7,24,3.25,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log,0.5896805896805897,0,0,Evening,Wednesday
S04231,R0106,B033,2026-02-05,06:44,34.7,32,7.58,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log,0.9221902017291066,0,0,Morning,Thursday
S04232,R0106,B033,2026-02-06,08:54,20.2,17,9.88,Ebook,Tablet,Unknown / Unspecified,0,Synthetic_Session_Log,0.8415841584158417,0,0,Morning,Friday
S04233,R0106,B033,2026-02-07,12:26,17.0,13,11.64,Ebook,Tablet,Home,0,Synthetic_Session_Log,0.7647058823529411,0,0,Afternoon,Saturday
S04234,R0106,B033,2026-02-07,14:58,33.3,26,15.16,Ebook,Tablet,Home,0,Synthetic_Session_Log,0.7807807807807808,0,0,Afternoon,Saturday
S04235,R0106,B033,2026-02-07,15:50,32.0,21,18.0,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log,0.65625,0,0,Afternoon,Saturday
S04236,R0106,B033,2026-02-08,08:09,32.2,25,100.0,Ebook,Tablet,Library,1,Synthetic_Session_Log,0.7763975155279502,0,0,Morning,Sunday
S04237,R0106,B071,2026-02-11,08:37,53.7,34,7.8,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.633147113594041,0,0,Morning,Wednesday
S04238,R0106,B071,2026-02-13,15:40,51.5,35,15.83,Physical,Physical Book,Unknown / Unspecified,0,Synthetic_Session_Log,0.6796116504854369,0,0,Afternoon,Friday
S04239,R0106,B071,2026-02-18,20:45,40.0,30,22.71,Physical,Physical Book,Commute,0,Synthetic_Session_Log,0.75,0,0,Evening,Wednesday
S04240,R0106,B071,2026-02-18,08:03,32.6,19,27.06,Physical,Physical Book,Commute,0,Synthetic_Session_Log,0.5828220858895705,0,0,Morning,Wednesday
S04241,R0106,B071,2026-02-18,13:47,45.3,34,34.86,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.750551876379691,0,0,Afternoon,Wednesday
S04242,R0106,B071,2026-02-18,14:33,29.2,18,100.0,Physical,Physical Book,Commute,1,Synthetic_Session_Log,0.6164383561643836,0,0,Afternoon,Wednesday
S04243,R0106,B010,2026-02-19,22:16,26.3,18,8.7,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.6844106463878327,0,0,Night,Thursday
S04244,R0106,B010,2026-02-19,08:22,34.5,29,22.71,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.8405797101449275,0,0,Morning,Thursday
S04245,R0106,B010,2026-02-20,20:09,48.5,32,38.16,Physical,Physical Book,Unknown / Unspecified,0,Synthetic_Session_Log,0.6597938144329897,0,0,Evening,Friday
S04246,R0106,B010,2026-02-21,15:18,20.3,15,45.41,Physical,Physical Book,Unknown / Unspecified,0,Synthetic_Session_Log,0.7389162561576355,0,0,Afternoon,Saturday
S04247,R0106,B010,2026-02-22,13:18,62.1,37,63.29,Physical,Physical Book,Library,0,Synthetic_Session_Log,0.5958132045088567,0,0,Afternoon,Sunday
S04248,R0106,B010,2026-02-23,19:42,24.0,16,71.01,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.6666666666666666,0,0,Evening,Monday
S04249,R0106,B010,2026-02-24,20:49,60.6,46,100.0,Physical,Physical Book,Commute,1,Synthetic_Session_Log,0.759075907590759,0,0,Evening,Tuesday
S04250,R0106,B044,2026-02-26,09:14,8.0,5,1.06,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log,0.625,0,0,Morning,Thursday
S04251,R0106,B044,2026-02-26,21:29,20.3,18,4.86,Ebook,Tablet,Commute,0,Synthetic_Session_Log,0.8866995073891625,0,0,Evening,Thursday
S04252,R0106,B044,2026-02-28,05:46,39.3,30,11.21,Ebook,Tablet,Library,0,Synthetic_Session_Log,0.7633587786259542,0,0,Morning,Saturday
S04253,R0106,B044,2026-03-01,07:39,19.1,15,14.38,Ebook,Tablet,Commute,0,Synthetic_Session_Log,0.7853403141361256,0,0,Morning,Sunday
S04254,R0106,B044,2026-03-01,20:43,31.5,25,19.66,Ebook,Tablet,Coffee Shop,0,Synthetic_Session_Log,0.7936507936507936,0,0,Evening,Sunday
S04255,R0106,B044,2026-03-02,15:36,40.5,24,24.74,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log,0.5925925925925926,0,0,Afternoon,Monday
S04256,R0106,B044,2026-03-03,09:31,32.2,24,29.81,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log,0.7453416149068323,0,0,Morning,Tuesday
S04257,R0106,B044,2026-03-05,19:57,25.8,21,34.25,Ebook,Tablet,Commute,0,Synthetic_Session_Log,0.813953488372093,0,0,Evening,Thursday
S04258,R0106,B044,2026-03-07,14:57,30.4,23,39.11,Ebook,Tablet,Commute,0,Synthetic_Session_Log,0.7565789473684211,0,0,Afternoon,Saturday
S04259,R0106,B044,2026-03-09,10:53,42.6,30,45.45,Ebook,Tablet,Outdoor,0,Synthetic_Session_Log,0.704225352112676,0,0,Morning,Monday
S04260,R0106,B126,2026-03-12,07:26,53.0,31,4.22,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.5849056603773585,0,0,Morning,Thursday
S04261,R0106,B126,2026-03-12,13:48,37.7,24,7.48,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.636604774535809,0,0,Afternoon,Thursday
S04262,R0106,B126,2026-03-13,09:04,39.3,29,11.43,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.7379134860050891,0,0,Morning,Friday
S04263,R0106,B126,2026-03-13,17:27,32.8,20,14.15,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.6097560975609757,0,0,Evening,Friday
S04264,R0106,B114,2026-03-16,08:54,42.4,26,4.57,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.6132075471698113,0,0,Morning,Monday
S04265,R0106,B114,2026-03-19,10:48,25.7,23,8.61,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.8949416342412452,0,0,Morning,Thursday
S04266,R0106,B114,2026-03-19,08:41,51.5,40,15.64,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log,0.7766990291262136,0,0,Morning,Thursday
S04267,R0106,B114,2026-03-19,15:55,37.4,25,100.0,Physical,Physical Book,Commute,1,Synthetic_Session_Log,0.6684491978609626,0,0,Afternoon,Thursday
S04268,R0106,B123,2026-03-19,11:51,25.4,17,3.68,Physical,Physical Book,Library,0,Synthetic_Session_Log,0.6692913385826772,0,0,Morning,Thursday
S04269,R0106,B123,2026-03-22,12:53,32.1,23,8.66,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.7165109034267912,0,0,Afternoon,Sunday
S04270,R0106,B123,2026-03-22,05:19,33.7,23,13.64,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log,0.6824925816023738,0,0,Morning,Sunday
S04271,R0106,B123,2026-03-29,12:14,39.0,29,19.91,Physical,Physical Book,Commute,0,Synthetic_Session_Log,0.7435897435897436,0,0,Afternoon,Sunday
S04272,R0106,B123,2026-03-29,19:24,23.7,15,23.16,Physical,Physical Book,Commute,0,Synthetic_Session_Log,0.6329113924050633,0,0,Evening,Sunday
S04273,R0106,B123,2026-03-29,20:48,43.7,28,29.22,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.6407322654462242,0,0,Evening,Sunday
S04274,R0106,B123,2026-03-31,18:20,45.8,30,35.71,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.6550218340611355,0,0,Evening,Tuesday
S04275,R0107,B021,2026-01-03,12:33,19.3,11,1.65,Ebook,Phone,Outdoor,0,Synthetic_Session_Log,0.5699481865284974,0,0,Afternoon,Saturday
S04276,R0107,B021,2026-01-03,19:16,48.9,37,7.2,Ebook,Phone,Library,0,Synthetic_Session_Log,0.7566462167689162,0,0,Evening,Saturday
S04277,R0107,B021,2026-01-05,20:58,40.9,25,10.94,Ebook,Phone,Home,0,Synthetic_Session_Log,0.6112469437652812,0,0,Evening,Monday
S04278,R0107,B021,2026-01-07,10:20,43.4,26,14.84,Ebook,Phone,Coffee Shop,0,Synthetic_Session_Log,0.599078341013825,0,0,Morning,Wednesday
S04279,R0107,B021,2026-01-07,20:44,12.5,9,16.19,Ebook,Phone,Coffee Shop,0,Synthetic_Session_Log,0.72,0,0,Evening,Wednesday
S04280,R0107,B021,2026-01-10,20:54,45.3,29,20.54,Ebook,Phone,Coffee Shop,0,Synthetic_Session_Log,0.6401766004415012,0,0,Evening,Saturday
S04281,R0107,B021,2026-01-10,08:02,40.0,26,100.0,Ebook,Phone,Home,1,Synthetic_Session_Log,0.65,0,0,Morning,Saturday
S04282,R0107,B150,2026-01-10,03:38,45.1,23,10.85,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.5099778270509978,0,0,Night,Saturday
S04283,R0107,B150,2026-01-11,19:45,45.3,23,21.7,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.5077262693156733,0,0,Evening,Sunday
S04284,R0107,B034,2026-01-12,15:24,25.1,17,4.17,Ebook,Phone,Commute,0,Synthetic_Session_Log,0.6772908366533864,0,0,Afternoon,Monday
S04285,R0107,B034,2026-01-12,18:10,24.7,14,7.6,Ebook,Phone,Library,0,Synthetic_Session_Log,0.5668016194331984,0,0,Evening,Monday
S04286,R0107,B034,2026-01-14,20:06,25.5,17,11.76,Ebook,Phone,Home,0,Synthetic_Session_Log,0.6666666666666666,0,0,Evening,Wednesday
S04287,R0107,B034,2026-01-16,14:48,41.2,23,17.4,Ebook,Phone,Home,0,Synthetic_Session_Log,0.558252427184466,0,0,Afternoon,Friday
S04288,R0107,B034,2026-01-17,21:19,42.5,30,100.0,Ebook,Phone,Commute,1,Synthetic_Session_Log,0.7058823529411765,0,0,Evening,Saturday
S04289,R0107,B138,2026-01-17,08:04,28.5,16,5.37,Physical,Physical Book,Outdoor,0,Synthetic_Session_Log,0.5614035087719298,0,0,Morning,Saturday
S04290,R0107,B138,2026-01-18,13:22,31.7,18,11.41,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.5678233438485805,0,0,Afternoon,Sunday
S04291,R0107,B138,2026-01-23,17:44,45.6,20,18.12,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.43859649122807015,0,0,Evening,Friday
S04292,R0107,B138,2026-01-25,06:25,45.4,27,27.18,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.5947136563876653,0,0,Morning,Sunday
S04293,R0107,B138,2026-01-28,18:18,32.3,16,32.55,Physical,Physical Book,Library,0,Synthetic_Session_Log,0.49535603715170284,0,0,Evening,Wednesday
S04294,R0107,B138,2026-01-29,18:36,33.8,19,38.93,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log,0.562130177514793,0,0,Evening,Thursday
S04295,R0107,B138,2026-01-29,05:56,18.7,11,42.62,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.5882352941176471,0,0,Morning,Thursday
S04296,R0107,B138,2026-01-29,18:51,29.2,20,49.33,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.684931506849315,0,0,Evening,Thursday
S04297,R0107,B138,2026-01-31,20:31,27.0,16,54.7,Physical,Physical Book,Coffee Shop,0,Synthetic_Session_Log,0.5925925925925926,0,0,Evening,Saturday
S04298,R0107,B138,2026-01-31,05:07,39.9,24,100.0,Physical,Physical Book,Home,1,Synthetic_Session_Log,0.6015037593984962,0,0,Morning,Saturday
S04299,R0107,B065,2026-01-31,10:35,28.6,17,3.85,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.5944055944055944,0,0,Morning,Saturday
S04300,R0107,B065,2026-02-01,10:32,22.5,13,6.79,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.5777777777777777,0,0,Morning,Sunday
S04301,R0107,B065,2026-02-04,12:01,42.3,26,12.67,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.6146572104018913,0,0,Afternoon,Wednesday
S04302,R0107,B065,2026-02-04,21:41,41.2,22,17.65,Physical,Physical Book,Unknown / Unspecified,0,Synthetic_Session_Log,0.5339805825242718,0,0,Evening,Wednesday
S04303,R0107,B065,2026-02-04,15:49,30.2,18,21.72,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.5960264900662252,0,0,Afternoon,Wednesday
S04304,R0107,B065,2026-02-05,10:40,34.6,14,24.89,Physical,Physical Book,Unknown / Unspecified,0,Synthetic_Session_Log,0.40462427745664736,0,0,Morning,Thursday
S04305,R0107,B065,2026-02-06,13:00,43.1,22,100.0,Physical,Physical Book,Commute,1,Synthetic_Session_Log,0.5104408352668214,0,0,Afternoon,Friday
S04306,R0107,B065,2026-02-06,18:27,45.0,27,6.11,Physical,Physical Book,Home,0,Synthetic_Session_Log,0.6,0,0,Evening,Friday
S04307,R0107,B065,2026-02-06,21:24,31.6,19,10.41,Physical,Physical Book,Commute,0,Synthetic_Session_Log,0.6012658227848101,0,0,Evening,Friday
